route,service_type,cause,start_time,station,delay_min,weather,year
Lausanne-Brig,IR,Rolling stock,2023-01-31 19:35:00,Brig,11,rain,2023
Basel-Lausanne,IC,Infrastructure,2023-02-01 14:16:00,Basel SBB,26,rain,2023
Zürich-Luzern,IC,Rolling stock,2023-02-02 06:56:00,Zug,3,rain,2023
Olten-Zofingen,RE,External,2023-02-03 11:38:00,Zofingen,2,clear,2023
Zürich-Luzern,IC,Rolling stock,2023-02-03 22:01:00,Zürich HB,9,clear,2023
S6 Basel,S,Boarding,2023-02-04 20:13:00,Pratteln,3,clear,2023
S1 Lausanne,S,External,2023-02-06 06:56:00,Yverdon,2,rain,2023
Bern-Belp,RE,Rolling stock,2023-02-06 10:30:00,Bern,2,clear,2023
S5 Bern,S,Boarding,2023-02-06 16:39:00,Burgdorf,2,rain,2023
Zürich-Luzern,IC,Rolling stock,2023-02-07 09:46:00,Zug,10,clear,2023
Bern-Biel,IR,External,2023-02-07 11:24:00,Biel/Bienne,41,rain,2023
Zürich-Bern,IC,Infrastructure,2023-02-08 06:20:00,Zürich HB,4,clear,2023
Genève-Lausanne,IC,Connection wait,2023-02-08 07:03:00,Lausanne,9,clear,2023
Lausanne-Brig,IR,Rolling stock,2023-02-08 08:41:00,Brig,2,fog,2023
S5 Bern,S,Boarding,2023-02-08 11:32:00,Burgdorf,2,clear,2023
S2 Zürich,S,Boarding,2023-02-08 16:50:00,Zürich HB,2,clear,2023
S2 Zürich,S,Operations,2023-02-09 23:16:00,Zürich HB,9,clear,2023
Olten-Zofingen,RE,Operations,2023-02-10 05:35:00,Olten,8,clear,2023
Lausanne-Brig,IR,Rolling stock,2023-02-10 22:21:00,Lausanne,14,clear,2023
Zürich-Bern,IC,Boarding,2023-02-11 04:28:00,Olten,5,clear,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-02-12 12:59:00,Schaffhausen,2,snow,2023
St. Gallen-Zürich,IR,Rolling stock,2023-02-12 13:53:00,Zürich HB,13,clear,2023
Zürich-Chur,IC,Rolling stock,2023-02-13 07:37:00,Zürich HB,3,clear,2023
S6 Basel,S,External,2023-02-13 09:29:00,Pratteln,31,clear,2023
Zürich-Genève,IC,Operations,2023-02-13 16:44:00,Genève,19,clear,2023
Zürich-Schaffhausen,IR,Boarding,2023-02-14 03:20:00,Zürich HB,8,clear,2023
Zürich-Luzern,IC,Connection wait,2023-02-14 07:06:00,Zug,3,clear,2023
Basel-Lausanne,IC,Operations,2023-02-14 09:04:00,Lausanne,2,clear,2023
Bern-Brig,IC,Infrastructure,2023-02-14 09:11:00,Bern,4,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-02-14 11:18:00,Locarno,6,rain,2023
Bern-Biel,IR,External,2023-02-14 12:23:00,Biel/Bienne,14,rain,2023
Zürich-Bern,IC,Connection wait,2023-02-14 17:49:00,Olten,3,clear,2023
Genève-Lausanne,IC,External,2023-02-16 06:19:00,Lausanne,9,rain,2023
Zürich-Schaffhausen,IR,Connection wait,2023-02-16 07:00:00,Schaffhausen,4,clear,2023
Zürich-Bern,IC,Connection wait,2023-02-17 21:34:00,Olten,12,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-02-19 14:09:00,Basel SBB,28,clear,2023
Zürich-Chur,IC,Operations,2023-02-20 13:07:00,Chur,4,clear,2023
Bern-Brig,IC,Infrastructure,2023-02-21 05:36:00,Spiez,29,clear,2023
St. Gallen-Zürich,IR,External,2023-02-21 07:11:00,St. Gallen,9,clear,2023
Zürich-Bern,IC,Infrastructure,2023-02-21 08:41:00,Bern,2,snow,2023
Bern-Biel,IR,Operations,2023-02-21 10:09:00,Lyss,2,rain,2023
Lausanne-Brig,IR,Infrastructure,2023-02-23 07:41:00,Sion,15,rain,2023
Lausanne-Brig,IR,External,2023-02-23 14:04:00,Lausanne,2,clear,2023
Zürich-Genève,IC,Operations,2023-02-23 16:20:00,Zürich HB,2,clear,2023
Zürich-Genève,IC,Operations,2023-02-23 18:02:00,Zürich HB,4,rain,2023
Olten-Zofingen,RE,External,2023-02-24 06:25:00,Zofingen,25,clear,2023
S2 Zürich,S,External,2023-02-24 06:39:00,Pfäffikon,2,snow,2023
Genève-Lausanne,IC,Operations,2023-02-24 17:27:00,Genève,26,rain,2023
Lausanne-Brig,IR,Boarding,2023-02-25 08:19:00,Lausanne,3,rain,2023
Zürich-Genève,IC,Boarding,2023-02-25 12:32:00,Genève,6,clear,2023
Zürich-Chur,IC,External,2023-02-26 18:59:00,Sargans,2,clear,2023
Zürich-Chur,IC,Rolling stock,2023-02-26 19:45:00,Sargans,8,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-02-27 09:16:00,Bülach,4,clear,2023
Zürich-Genève,IC,Operations,2023-02-27 13:22:00,Bern,2,clear,2023
S2 Zürich,S,External,2023-02-27 13:30:00,Zürich HB,2,rain,2023
Basel-Lausanne,IC,Rolling stock,2023-02-27 23:47:00,Lausanne,10,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-02-28 11:34:00,Locarno,9,clear,2023
Basel-Lausanne,IC,External,2023-02-28 11:52:00,Bern,51,snow,2023
Genève-Lausanne,IC,Operations,2023-02-28 16:27:00,Genève,6,snow,2023
Bern-Brig,IC,Operations,2023-03-01 06:24:00,Spiez,2,clear,2023
Bern-Belp,RE,Infrastructure,2023-03-01 07:22:00,Bern,2,rain,2023
Basel-Lausanne,IC,External,2023-03-01 07:57:00,Bern,19,clear,2023
S2 Zürich,S,Operations,2023-03-02 10:58:00,Zürich HB,5,rain,2023
Bern-Belp,RE,External,2023-03-02 12:49:00,Belp,5,rain,2023
St. Gallen-Zürich,IR,Operations,2023-03-02 14:19:00,St. Gallen,7,clear,2023
Bern-Biel,IR,Infrastructure,2023-03-02 18:28:00,Bern,2,snow,2023
Zürich-Luzern,IC,External,2023-03-03 06:17:00,Zug,7,rain,2023
Lausanne-Brig,IR,Infrastructure,2023-03-04 09:27:00,Brig,12,fog,2023
Basel-Olten,IC,External,2023-03-04 22:29:00,Olten,10,clear,2023
St. Gallen-Zürich,IR,Infrastructure,2023-03-05 05:31:00,St. Gallen,6,snow,2023
Zürich-Chur,IC,Operations,2023-03-05 08:12:00,Zürich HB,4,clear,2023
Bern-Brig,IC,Rolling stock,2023-03-05 11:21:00,Spiez,9,clear,2023
Lugano-Locarno,RE,Operations,2023-03-05 14:59:00,Lugano,2,clear,2023
Zürich-Schaffhausen,IR,Boarding,2023-03-06 18:01:00,Schaffhausen,11,clear,2023
Basel-Lausanne,IC,External,2023-03-06 23:02:00,Basel SBB,2,clear,2023
St. Gallen-Zürich,IR,External,2023-03-07 12:35:00,Zürich HB,13,snow,2023
S6 Basel,S,Connection wait,2023-03-08 08:02:00,Basel SBB,8,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-03-09 06:46:00,Lausanne,8,clear,2023
Olten-Zofingen,RE,External,2023-03-09 23:57:00,Olten,6,rain,2023
Basel-Olten,IC,Infrastructure,2023-03-10 09:47:00,Liestal,2,fog,2023
S5 Bern,S,Infrastructure,2023-03-10 11:48:00,Bern,16,clear,2023
Zürich-Chur,IC,Infrastructure,2023-03-11 12:23:00,Zürich HB,6,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-03-11 16:48:00,Lugano,2,clear,2023
S5 Bern,S,External,2023-03-12 02:21:00,Bern,3,clear,2023
S1 Lausanne,S,Boarding,2023-03-13 08:52:00,Yverdon,6,clear,2023
S1 Lausanne,S,Rolling stock,2023-03-14 05:27:00,Lausanne,2,rain,2023
S1 Lausanne,S,Infrastructure,2023-03-14 06:01:00,Lausanne,4,clear,2023
Zürich-Bern,IC,Connection wait,2023-03-15 14:37:00,Zürich HB,6,fog,2023
St. Gallen-Zürich,IR,Operations,2023-03-16 19:25:00,St. Gallen,16,clear,2023
Genève-Lausanne,IC,Boarding,2023-03-16 19:36:00,Nyon,3,clear,2023
Basel-Lausanne,IC,Rolling stock,2023-03-18 06:50:00,Lausanne,15,clear,2023
Zürich-Luzern,IC,Operations,2023-03-18 11:20:00,Zürich HB,4,clear,2023
S5 Bern,S,Boarding,2023-03-19 21:44:00,Bern,2,clear,2023
Bern-Brig,IC,External,2023-03-19 23:30:00,Spiez,3,clear,2023
Bern-Brig,IC,Infrastructure,2023-03-20 16:10:00,Bern,8,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-03-20 20:11:00,Zürich HB,17,fog,2023
Zürich-Genève,IC,Infrastructure,2023-03-20 22:52:00,Zürich HB,19,clear,2023
St. Gallen-Zürich,IR,External,2023-03-21 06:03:00,St. Gallen,9,clear,2023
Genève-Lausanne,IC,External,2023-03-21 15:18:00,Nyon,5,clear,2023
Bern-Biel,IR,Connection wait,2023-03-21 21:33:00,Biel/Bienne,2,clear,2023
Zürich-Genève,IC,Boarding,2023-03-22 07:15:00,Lausanne,2,rain,2023
Olten-Zofingen,RE,Operations,2023-03-22 20:43:00,Olten,13,clear,2023
Zürich-Genève,IC,Rolling stock,2023-03-23 13:15:00,Bern,3,clear,2023
Bern-Biel,IR,External,2023-03-24 14:07:00,Bern,10,rain,2023
Bern-Belp,RE,Connection wait,2023-03-27 22:45:00,Belp,7,rain,2023
S6 Basel,S,External,2023-03-28 06:33:00,Pratteln,8,clear,2023
Olten-Zofingen,RE,External,2023-03-28 09:13:00,Zofingen,7,snow,2023
Bern-Biel,IR,External,2023-03-29 11:55:00,Lyss,2,snow,2023
Bern-Belp,RE,Rolling stock,2023-03-29 14:04:00,Bern,20,rain,2023
Zürich-Chur,IC,Boarding,2023-03-29 14:53:00,Zürich HB,2,rain,2023
S5 Bern,S,Rolling stock,2023-03-30 12:18:00,Bern,2,fog,2023
S1 Lausanne,S,Rolling stock,2023-03-30 22:40:00,Lausanne,6,clear,2023
Basel-Olten,IC,Infrastructure,2023-04-01 06:15:00,Liestal,35,clear,2023
Bern-Biel,IR,Infrastructure,2023-04-01 12:53:00,Lyss,2,clear,2023
Bern-Belp,RE,Boarding,2023-04-01 21:33:00,Bern,2,rain,2023
St. Gallen-Zürich,IR,Connection wait,2023-04-02 20:57:00,Zürich HB,16,clear,2023
Zürich-Schaffhausen,IR,External,2023-04-03 08:16:00,Bülach,2,clear,2023
Bern-Brig,IC,Infrastructure,2023-04-03 13:21:00,Spiez,34,clear,2023
Zürich-Genève,IC,Connection wait,2023-04-03 18:50:00,Genève,4,clear,2023
Basel-Lausanne,IC,External,2023-04-03 21:50:00,Lausanne,5,fog,2023
Zürich-Luzern,IC,Infrastructure,2023-04-03 23:27:00,Zug,19,clear,2023
Basel-Lausanne,IC,Boarding,2023-04-05 13:32:00,Bern,2,clear,2023
Zürich-Genève,IC,Infrastructure,2023-04-06 06:19:00,Lausanne,12,clear,2023
Zürich-Chur,IC,Boarding,2023-04-06 19:48:00,Zürich HB,5,clear,2023
Genève-Lausanne,IC,Rolling stock,2023-04-06 22:18:00,Genève,7,rain,2023
Basel-Lausanne,IC,Connection wait,2023-04-07 15:52:00,Bern,14,rain,2023
St. Gallen-Zürich,IR,Operations,2023-04-07 21:23:00,St. Gallen,7,clear,2023
Bern-Brig,IC,Rolling stock,2023-04-09 00:05:00,Bern,16,clear,2023
Zürich-Genève,IC,Infrastructure,2023-04-09 09:34:00,Zürich HB,20,clear,2023
Zürich-Genève,IC,Infrastructure,2023-04-09 18:59:00,Lausanne,95,rain,2023
Basel-Olten,IC,Boarding,2023-04-10 07:59:00,Basel SBB,3,clear,2023
Genève-Lausanne,IC,External,2023-04-11 18:43:00,Nyon,16,clear,2023
Bern-Belp,RE,Connection wait,2023-04-12 08:36:00,Belp,2,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-04-12 11:44:00,Basel SBB,3,rain,2023
Bern-Biel,IR,Rolling stock,2023-04-12 23:25:00,Lyss,4,clear,2023
Basel-Olten,IC,Boarding,2023-04-13 08:32:00,Basel SBB,13,clear,2023
Zürich-Chur,IC,External,2023-04-13 11:41:00,Zürich HB,15,clear,2023
Lausanne-Brig,IR,Operations,2023-04-13 18:54:00,Brig,24,clear,2023
S6 Basel,S,Connection wait,2023-04-14 01:43:00,Basel SBB,2,clear,2023
S6 Basel,S,Operations,2023-04-14 12:36:00,Pratteln,11,rain,2023
Zürich-Schaffhausen,IR,Connection wait,2023-04-15 08:36:00,Zürich HB,4,clear,2023
Lugano-Locarno,RE,Infrastructure,2023-04-16 04:08:00,Lugano,24,rain,2023
St. Gallen-Zürich,IR,Rolling stock,2023-04-16 07:32:00,St. Gallen,2,clear,2023
Basel-Lausanne,IC,Connection wait,2023-04-16 17:12:00,Bern,3,clear,2023
Lausanne-Brig,IR,Infrastructure,2023-04-16 22:32:00,Lausanne,86,clear,2023
Lausanne-Brig,IR,Rolling stock,2023-04-18 07:31:00,Lausanne,12,rain,2023
Bern-Biel,IR,Rolling stock,2023-04-18 09:01:00,Lyss,21,rain,2023
Zürich-Chur,IC,Infrastructure,2023-04-18 22:17:00,Chur,12,snow,2023
Olten-Zofingen,RE,Infrastructure,2023-04-19 11:05:00,Olten,10,clear,2023
S6 Basel,S,Infrastructure,2023-04-19 11:40:00,Basel SBB,6,clear,2023
Basel-Olten,IC,Boarding,2023-04-20 08:08:00,Olten,2,clear,2023
Bern-Brig,IC,Connection wait,2023-04-20 09:34:00,Bern,2,rain,2023
S2 Zürich,S,Connection wait,2023-04-21 05:51:00,Effretikon,4,rain,2023
Bern-Brig,IC,Connection wait,2023-04-21 13:18:00,Bern,4,clear,2023
Zürich-Chur,IC,Operations,2023-04-22 12:50:00,Chur,5,clear,2023
Lausanne-Brig,IR,Operations,2023-04-22 14:13:00,Lausanne,6,clear,2023
Zürich-Schaffhausen,IR,Operations,2023-04-22 14:54:00,Schaffhausen,2,rain,2023
Basel-Lausanne,IC,External,2023-04-22 16:29:00,Basel SBB,9,clear,2023
S5 Bern,S,External,2023-04-24 09:21:00,Bern,2,clear,2023
Bern-Belp,RE,Infrastructure,2023-04-24 10:00:00,Bern,2,clear,2023
Lausanne-Brig,IR,External,2023-04-25 13:35:00,Lausanne,5,rain,2023
Basel-Lausanne,IC,Connection wait,2023-04-25 13:50:00,Lausanne,2,clear,2023
Lausanne-Brig,IR,Boarding,2023-04-25 17:52:00,Lausanne,6,clear,2023
S5 Bern,S,Infrastructure,2023-04-25 20:08:00,Burgdorf,2,clear,2023
Basel-Olten,IC,Rolling stock,2023-04-26 08:02:00,Olten,3,clear,2023
Olten-Zofingen,RE,Rolling stock,2023-04-27 07:26:00,Olten,4,clear,2023
Zürich-Bern,IC,Infrastructure,2023-04-27 08:23:00,Zürich HB,11,rain,2023
Olten-Zofingen,RE,Operations,2023-04-28 00:57:00,Zofingen,2,clear,2023
S2 Zürich,S,Infrastructure,2023-04-28 05:18:00,Pfäffikon,28,rain,2023
Basel-Olten,IC,Operations,2023-04-28 11:20:00,Basel SBB,7,clear,2023
Bern-Belp,RE,Operations,2023-04-28 13:13:00,Bern,10,clear,2023
Basel-Olten,IC,Boarding,2023-04-29 09:54:00,Liestal,2,clear,2023
Lausanne-Brig,IR,External,2023-04-29 20:41:00,Sion,19,clear,2023
Zürich-Schaffhausen,IR,Connection wait,2023-04-29 20:49:00,Zürich HB,2,clear,2023
Genève-Lausanne,IC,External,2023-04-30 10:28:00,Genève,13,rain,2023
Bern-Belp,RE,External,2023-04-30 10:29:00,Belp,2,fog,2023
Basel-Olten,IC,Operations,2023-04-30 20:07:00,Liestal,2,clear,2023
Bern-Brig,IC,External,2023-05-01 14:39:00,Spiez,4,clear,2023
Bern-Brig,IC,Operations,2023-05-01 22:36:00,Spiez,5,rain,2023
S1 Lausanne,S,Operations,2023-05-02 05:00:00,Lausanne,13,fog,2023
Bern-Belp,RE,Infrastructure,2023-05-02 14:14:00,Bern,10,clear,2023
St. Gallen-Zürich,IR,External,2023-05-03 10:09:00,Zürich HB,12,clear,2023
S1 Lausanne,S,Infrastructure,2023-05-03 11:16:00,Yverdon,2,clear,2023
Basel-Olten,IC,Boarding,2023-05-03 19:12:00,Liestal,2,rain,2023
Bern-Brig,IC,Rolling stock,2023-05-04 15:28:00,Brig,2,clear,2023
Zürich-Chur,IC,Infrastructure,2023-05-04 21:22:00,Chur,4,clear,2023
S1 Lausanne,S,Rolling stock,2023-05-05 00:57:00,Yverdon,3,clear,2023
Zürich-Luzern,IC,Operations,2023-05-05 17:01:00,Luzern,11,clear,2023
Zürich-Bern,IC,Operations,2023-05-06 10:54:00,Zürich HB,2,clear,2023
Olten-Zofingen,RE,Boarding,2023-05-06 20:29:00,Olten,2,rain,2023
Olten-Zofingen,RE,Rolling stock,2023-05-07 14:13:00,Olten,20,clear,2023
Zürich-Schaffhausen,IR,Boarding,2023-05-07 21:02:00,Schaffhausen,2,clear,2023
Zürich-Luzern,IC,Connection wait,2023-05-08 05:07:00,Zürich HB,3,clear,2023
Lausanne-Brig,IR,Infrastructure,2023-05-08 09:42:00,Lausanne,6,clear,2023
Bern-Biel,IR,Boarding,2023-05-08 18:43:00,Biel/Bienne,10,clear,2023
S5 Bern,S,Infrastructure,2023-05-08 23:47:00,Bern,30,clear,2023
St. Gallen-Zürich,IR,Operations,2023-05-09 11:31:00,Zürich HB,13,clear,2023
Zürich-Chur,IC,Rolling stock,2023-05-10 08:37:00,Zürich HB,2,snow,2023
Lugano-Locarno,RE,Operations,2023-05-11 13:27:00,Locarno,3,clear,2023
Zürich-Schaffhausen,IR,Connection wait,2023-05-11 16:09:00,Bülach,15,clear,2023
Zürich-Chur,IC,Boarding,2023-05-11 19:55:00,Zürich HB,7,clear,2023
St. Gallen-Zürich,IR,Connection wait,2023-05-12 20:58:00,Zürich HB,5,clear,2023
S5 Bern,S,Infrastructure,2023-05-13 17:59:00,Burgdorf,3,clear,2023
Genève-Lausanne,IC,Boarding,2023-05-13 19:02:00,Lausanne,3,clear,2023
Genève-Lausanne,IC,Infrastructure,2023-05-13 23:16:00,Nyon,11,clear,2023
Lugano-Locarno,RE,Connection wait,2023-05-14 13:03:00,Lugano,24,clear,2023
Zürich-Bern,IC,Infrastructure,2023-05-16 06:46:00,Olten,33,clear,2023
S5 Bern,S,Operations,2023-05-16 23:29:00,Burgdorf,2,clear,2023
Bern-Biel,IR,Infrastructure,2023-05-17 19:20:00,Biel/Bienne,6,clear,2023
Zürich-Schaffhausen,IR,External,2023-05-18 10:48:00,Bülach,2,fog,2023
Bern-Brig,IC,Infrastructure,2023-05-18 16:27:00,Spiez,2,rain,2023
S5 Bern,S,Connection wait,2023-05-19 18:53:00,Burgdorf,5,clear,2023
Lausanne-Brig,IR,Operations,2023-05-19 21:02:00,Brig,12,clear,2023
Bern-Belp,RE,Operations,2023-05-21 11:57:00,Belp,2,rain,2023
Zürich-Luzern,IC,Infrastructure,2023-05-21 14:40:00,Zug,23,rain,2023
Lausanne-Brig,IR,External,2023-05-22 09:13:00,Sion,9,rain,2023
Zürich-Genève,IC,Operations,2023-05-22 11:07:00,Bern,7,clear,2023
Zürich-Luzern,IC,External,2023-05-22 18:32:00,Zug,12,clear,2023
S2 Zürich,S,Infrastructure,2023-05-23 05:51:00,Pfäffikon,7,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-05-23 07:11:00,Zürich HB,12,clear,2023
Bern-Biel,IR,Rolling stock,2023-05-23 17:08:00,Lyss,6,clear,2023
Bern-Belp,RE,External,2023-05-26 22:49:00,Bern,33,fog,2023
Bern-Biel,IR,Operations,2023-05-27 06:46:00,Biel/Bienne,26,fog,2023
Zürich-Bern,IC,Rolling stock,2023-05-27 21:43:00,Zürich HB,4,clear,2023
Basel-Olten,IC,Rolling stock,2023-05-28 10:22:00,Olten,2,fog,2023
Zürich-Schaffhausen,IR,Connection wait,2023-05-29 19:26:00,Schaffhausen,4,rain,2023
Zürich-Bern,IC,Operations,2023-05-29 22:00:00,Zürich HB,2,snow,2023
Bern-Brig,IC,Rolling stock,2023-05-31 05:02:00,Bern,4,clear,2023
Zürich-Schaffhausen,IR,External,2023-05-31 10:49:00,Bülach,12,rain,2023
Olten-Zofingen,RE,Operations,2023-05-31 19:55:00,Zofingen,12,clear,2023
Zürich-Chur,IC,Infrastructure,2023-05-31 22:15:00,Sargans,17,clear,2023
Basel-Lausanne,IC,External,2023-06-01 05:55:00,Basel SBB,9,fog,2023
Basel-Lausanne,IC,Infrastructure,2023-06-01 17:14:00,Basel SBB,7,clear,2023
Lausanne-Brig,IR,Rolling stock,2023-06-02 07:23:00,Sion,2,clear,2023
Lausanne-Brig,IR,Connection wait,2023-06-03 17:57:00,Lausanne,2,clear,2023
Lugano-Locarno,RE,Infrastructure,2023-06-03 22:57:00,Locarno,2,clear,2023
Basel-Olten,IC,External,2023-06-05 10:07:00,Olten,24,clear,2023
Basel-Lausanne,IC,External,2023-06-05 12:35:00,Lausanne,5,clear,2023
Zürich-Luzern,IC,Infrastructure,2023-06-06 23:20:00,Luzern,26,fog,2023
Zürich-Genève,IC,Connection wait,2023-06-07 06:49:00,Zürich HB,19,clear,2023
Zürich-Chur,IC,Operations,2023-06-08 11:47:00,Chur,2,clear,2023
Basel-Olten,IC,Operations,2023-06-08 16:56:00,Basel SBB,23,clear,2023
S1 Lausanne,S,External,2023-06-09 12:39:00,Lausanne,35,rain,2023
S1 Lausanne,S,Connection wait,2023-06-09 14:30:00,Lausanne,9,clear,2023
Lugano-Locarno,RE,Connection wait,2023-06-12 17:35:00,Locarno,2,rain,2023
St. Gallen-Zürich,IR,Boarding,2023-06-13 12:40:00,St. Gallen,2,clear,2023
S5 Bern,S,Infrastructure,2023-06-13 15:48:00,Burgdorf,27,clear,2023
Zürich-Genève,IC,Connection wait,2023-06-14 09:18:00,Bern,9,rain,2023
Bern-Belp,RE,External,2023-06-14 18:06:00,Belp,16,clear,2023
Bern-Brig,IC,Connection wait,2023-06-14 18:13:00,Bern,9,clear,2023
Zürich-Bern,IC,Infrastructure,2023-06-15 06:18:00,Olten,35,rain,2023
Lausanne-Brig,IR,Connection wait,2023-06-16 13:47:00,Brig,11,clear,2023
Olten-Zofingen,RE,Infrastructure,2023-06-16 23:25:00,Olten,63,clear,2023
Bern-Brig,IC,Infrastructure,2023-06-17 06:43:00,Spiez,12,fog,2023
Zürich-Luzern,IC,Rolling stock,2023-06-17 08:50:00,Zug,14,rain,2023
Bern-Belp,RE,Infrastructure,2023-06-18 00:32:00,Bern,9,fog,2023
Zürich-Schaffhausen,IR,External,2023-06-18 05:24:00,Zürich HB,2,clear,2023
Zürich-Bern,IC,External,2023-06-18 13:26:00,Bern,2,clear,2023
Zürich-Genève,IC,Rolling stock,2023-06-19 22:21:00,Bern,15,clear,2023
S1 Lausanne,S,External,2023-06-20 10:39:00,Lausanne,11,clear,2023
Zürich-Luzern,IC,Infrastructure,2023-06-20 23:28:00,Luzern,9,clear,2023
S5 Bern,S,External,2023-06-22 21:49:00,Bern,44,clear,2023
S6 Basel,S,Infrastructure,2023-06-24 10:06:00,Basel SBB,18,snow,2023
Bern-Belp,RE,Rolling stock,2023-06-25 03:53:00,Belp,9,clear,2023
Bern-Belp,RE,External,2023-06-25 11:34:00,Belp,21,clear,2023
S6 Basel,S,External,2023-06-25 21:23:00,Basel SBB,6,clear,2023
St. Gallen-Zürich,IR,Boarding,2023-06-26 07:58:00,Zürich HB,2,clear,2023
Bern-Biel,IR,Infrastructure,2023-06-26 12:13:00,Biel/Bienne,6,rain,2023
Basel-Lausanne,IC,Operations,2023-06-27 11:30:00,Basel SBB,16,rain,2023
Basel-Olten,IC,Infrastructure,2023-06-27 12:12:00,Basel SBB,2,rain,2023
Bern-Biel,IR,Infrastructure,2023-06-29 08:22:00,Lyss,2,rain,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-06-29 21:57:00,Zürich HB,13,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-06-30 06:50:00,Zürich HB,15,clear,2023
Bern-Brig,IC,Rolling stock,2023-06-30 15:06:00,Spiez,8,clear,2023
Bern-Brig,IC,Boarding,2023-07-02 06:50:00,Spiez,6,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-07-02 19:35:00,Winterthur,8,clear,2023
Lugano-Locarno,RE,Boarding,2023-07-02 23:58:00,Locarno,2,rain,2023
Bern-Biel,IR,Rolling stock,2023-07-03 20:38:00,Bern,9,rain,2023
S5 Bern,S,Infrastructure,2023-07-04 12:14:00,Burgdorf,3,snow,2023
S2 Zürich,S,Rolling stock,2023-07-04 19:00:00,Pfäffikon,10,rain,2023
Zürich-Genève,IC,Connection wait,2023-07-05 18:46:00,Lausanne,2,clear,2023
Basel-Olten,IC,Operations,2023-07-05 22:00:00,Basel SBB,6,rain,2023
Zürich-Bern,IC,Connection wait,2023-07-06 08:58:00,Bern,12,rain,2023
St. Gallen-Zürich,IR,Infrastructure,2023-07-06 23:54:00,St. Gallen,38,clear,2023
Basel-Olten,IC,Connection wait,2023-07-08 06:31:00,Liestal,13,clear,2023
S6 Basel,S,Operations,2023-07-09 07:03:00,Basel SBB,2,clear,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-07-09 08:37:00,Schaffhausen,8,clear,2023
S1 Lausanne,S,Boarding,2023-07-10 18:35:00,Lausanne,2,clear,2023
Bern-Belp,RE,External,2023-07-11 06:04:00,Belp,2,fog,2023
S1 Lausanne,S,Connection wait,2023-07-11 20:37:00,Yverdon,3,clear,2023
S5 Bern,S,External,2023-07-12 08:57:00,Burgdorf,3,snow,2023
St. Gallen-Zürich,IR,Boarding,2023-07-12 17:35:00,Zürich HB,5,snow,2023
Basel-Olten,IC,Rolling stock,2023-07-12 22:23:00,Basel SBB,2,clear,2023
Lausanne-Brig,IR,External,2023-07-13 06:55:00,Sion,2,fog,2023
Zürich-Luzern,IC,Infrastructure,2023-07-13 19:11:00,Zug,2,clear,2023
S1 Lausanne,S,Infrastructure,2023-07-14 16:04:00,Lausanne,37,clear,2023
Bern-Brig,IC,External,2023-07-15 13:20:00,Brig,9,clear,2023
S1 Lausanne,S,Infrastructure,2023-07-15 18:29:00,Lausanne,7,clear,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-07-16 13:53:00,Schaffhausen,2,clear,2023
Bern-Brig,IC,Boarding,2023-07-17 16:11:00,Bern,2,clear,2023
S2 Zürich,S,Boarding,2023-07-19 08:50:00,Effretikon,2,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-07-21 06:26:00,Bülach,2,clear,2023
Zürich-Luzern,IC,Operations,2023-07-21 11:14:00,Luzern,2,snow,2023
Lausanne-Brig,IR,External,2023-07-21 12:41:00,Lausanne,8,clear,2023
Basel-Olten,IC,Rolling stock,2023-07-22 05:56:00,Basel SBB,6,clear,2023
Lausanne-Brig,IR,Boarding,2023-07-22 14:09:00,Sion,9,rain,2023
Genève-Lausanne,IC,Infrastructure,2023-07-24 11:02:00,Nyon,12,clear,2023
S1 Lausanne,S,Operations,2023-07-26 05:02:00,Lausanne,7,clear,2023
Olten-Zofingen,RE,Infrastructure,2023-07-27 20:19:00,Olten,15,fog,2023
S6 Basel,S,Boarding,2023-07-30 10:09:00,Pratteln,2,rain,2023
Basel-Lausanne,IC,Infrastructure,2023-07-30 14:18:00,Bern,5,clear,2023
Zürich-Chur,IC,Boarding,2023-07-31 07:14:00,Sargans,9,clear,2023
Zürich-Chur,IC,Infrastructure,2023-08-01 10:55:00,Zürich HB,10,clear,2023
Bern-Belp,RE,Rolling stock,2023-08-02 02:57:00,Bern,4,clear,2023
Olten-Zofingen,RE,Rolling stock,2023-08-02 03:18:00,Zofingen,3,clear,2023
S2 Zürich,S,Boarding,2023-08-02 19:50:00,Pfäffikon,6,clear,2023
S5 Bern,S,Rolling stock,2023-08-04 01:35:00,Bern,2,clear,2023
S1 Lausanne,S,Connection wait,2023-08-04 07:09:00,Yverdon,26,clear,2023
