route,service_type,cause,start_time,station,delay_min,weather,year
Bern-Biel,IR,Anschlusswarten,2023-01-07 08:38:00,Biel/Bienne,2,klar,2023
Genève-Lausanne,IC,Infrastruktur,2023-01-07 09:31:00,Lausanne,14,klar,2023
Basel-Olten,IC,Anschlusswarten,2023-01-09 04:32:00,Olten,2,klar,2023
Lausanne-Brig,IR,Betrieb,2023-01-09 09:03:00,Sion,4,klar,2023
Basel-Lausanne,IC,Betrieb,2023-01-09 22:35:00,Lausanne,21,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-01-13 18:58:00,Bern,3,klar,2023
Bern-Biel,IR,Einsteigen,2023-01-14 09:40:00,Bern,4,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-01-15 04:49:00,Zürich HB,15,klar,2023
Basel-Olten,IC,Rollmaterial,2023-01-15 05:44:00,Basel SBB,4,Regen,2023
Lausanne-Brig,IR,Einsteigen,2023-01-15 12:36:00,Lausanne,2,klar,2023
Bern-Belp,RE,Extern,2023-01-15 12:56:00,Bern,39,Schnee,2023
S1 Lausanne,S,Infrastruktur,2023-01-16 12:12:00,Lausanne,4,klar,2023
Bern-Biel,IR,Rollmaterial,2023-01-18 06:54:00,Lyss,2,Regen,2023
Basel-Lausanne,IC,Infrastruktur,2023-01-18 16:12:00,Basel SBB,3,Regen,2023
Bern-Belp,RE,Extern,2023-01-19 16:33:00,Bern,12,Regen,2023
Lugano-Locarno,RE,Einsteigen,2023-01-19 19:15:00,Locarno,5,klar,2023
S6 Basel,S,Rollmaterial,2023-01-20 10:45:00,Basel SBB,12,Regen,2023
Genève-Lausanne,IC,Extern,2023-01-22 09:30:00,Genève,2,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-01-22 17:58:00,Lausanne,10,klar,2023
Basel-Olten,IC,Extern,2023-01-22 18:11:00,Olten,6,Regen,2023
Basel-Olten,IC,Anschlusswarten,2023-01-23 12:22:00,Liestal,5,Regen,2023
Zürich-Genève,IC,Rollmaterial,2023-01-23 19:19:00,Bern,14,Regen,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-01-24 18:02:00,St. Gallen,2,klar,2023
Basel-Lausanne,IC,Extern,2023-01-24 23:35:00,Basel SBB,2,klar,2023
Bern-Biel,IR,Betrieb,2023-01-26 10:42:00,Lyss,29,klar,2023
Olten-Zofingen,RE,Betrieb,2023-01-26 23:05:00,Zofingen,35,klar,2023
Bern-Brig,IC,Rollmaterial,2023-01-27 22:10:00,Bern,16,klar,2023
Bern-Biel,IR,Einsteigen,2023-01-28 19:03:00,Lyss,2,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-01-30 09:02:00,Basel SBB,6,klar,2023
Zürich-Chur,IC,Anschlusswarten,2023-01-30 09:46:00,Sargans,6,Schnee,2023
Bern-Brig,IC,Betrieb,2023-01-31 09:49:00,Bern,10,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-01-31 19:35:00,Brig,11,Regen,2023
Basel-Lausanne,IC,Infrastruktur,2023-02-01 14:16:00,Basel SBB,26,Regen,2023
Zürich-Luzern,IC,Rollmaterial,2023-02-02 06:56:00,Zug,3,Regen,2023
Olten-Zofingen,RE,Extern,2023-02-03 11:38:00,Zofingen,2,klar,2023
Zürich-Luzern,IC,Rollmaterial,2023-02-03 22:01:00,Zürich HB,9,klar,2023
S6 Basel,S,Einsteigen,2023-02-04 20:13:00,Pratteln,3,klar,2023
S1 Lausanne,S,Extern,2023-02-06 06:56:00,Yverdon,2,Regen,2023
Bern-Belp,RE,Rollmaterial,2023-02-06 10:30:00,Bern,2,klar,2023
S5 Bern,S,Einsteigen,2023-02-06 16:39:00,Burgdorf,2,Regen,2023
Zürich-Luzern,IC,Rollmaterial,2023-02-07 09:46:00,Zug,10,klar,2023
Bern-Biel,IR,Extern,2023-02-07 11:24:00,Biel/Bienne,41,Regen,2023
Zürich-Bern,IC,Infrastruktur,2023-02-08 06:20:00,Zürich HB,4,klar,2023
Genève-Lausanne,IC,Anschlusswarten,2023-02-08 07:03:00,Lausanne,9,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-02-08 08:41:00,Brig,2,Nebel,2023
S5 Bern,S,Einsteigen,2023-02-08 11:32:00,Burgdorf,2,klar,2023
S2 Zürich,S,Einsteigen,2023-02-08 16:50:00,Zürich HB,2,klar,2023
S2 Zürich,S,Betrieb,2023-02-09 23:16:00,Zürich HB,9,klar,2023
Olten-Zofingen,RE,Betrieb,2023-02-10 05:35:00,Olten,8,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-02-10 22:21:00,Lausanne,14,klar,2023
Zürich-Bern,IC,Einsteigen,2023-02-11 04:28:00,Olten,5,klar,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-02-12 12:59:00,Schaffhausen,2,Schnee,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-02-12 13:53:00,Zürich HB,13,klar,2023
Zürich-Chur,IC,Rollmaterial,2023-02-13 07:37:00,Zürich HB,3,klar,2023
S6 Basel,S,Extern,2023-02-13 09:29:00,Pratteln,31,klar,2023
Zürich-Genève,IC,Betrieb,2023-02-13 16:44:00,Genève,19,klar,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-02-14 03:20:00,Zürich HB,8,klar,2023
Zürich-Luzern,IC,Anschlusswarten,2023-02-14 07:06:00,Zug,3,klar,2023
Basel-Lausanne,IC,Betrieb,2023-02-14 09:04:00,Lausanne,2,klar,2023
Bern-Brig,IC,Infrastruktur,2023-02-14 09:11:00,Bern,4,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-02-14 11:18:00,Locarno,6,Regen,2023
Bern-Biel,IR,Extern,2023-02-14 12:23:00,Biel/Bienne,14,Regen,2023
Zürich-Bern,IC,Anschlusswarten,2023-02-14 17:49:00,Olten,3,klar,2023
Genève-Lausanne,IC,Extern,2023-02-16 06:19:00,Lausanne,9,Regen,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-02-16 07:00:00,Schaffhausen,4,klar,2023
Zürich-Bern,IC,Anschlusswarten,2023-02-17 21:34:00,Olten,12,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-02-19 14:09:00,Basel SBB,28,klar,2023
Zürich-Chur,IC,Betrieb,2023-02-20 13:07:00,Chur,4,klar,2023
Bern-Brig,IC,Infrastruktur,2023-02-21 05:36:00,Spiez,29,klar,2023
St. Gallen-Zürich,IR,Extern,2023-02-21 07:11:00,St. Gallen,9,klar,2023
Zürich-Bern,IC,Infrastruktur,2023-02-21 08:41:00,Bern,2,Schnee,2023
Bern-Biel,IR,Betrieb,2023-02-21 10:09:00,Lyss,2,Regen,2023
Lausanne-Brig,IR,Infrastruktur,2023-02-23 07:41:00,Sion,15,Regen,2023
Lausanne-Brig,IR,Extern,2023-02-23 14:04:00,Lausanne,2,klar,2023
Zürich-Genève,IC,Betrieb,2023-02-23 16:20:00,Zürich HB,2,klar,2023
Zürich-Genève,IC,Betrieb,2023-02-23 18:02:00,Zürich HB,4,Regen,2023
Olten-Zofingen,RE,Extern,2023-02-24 06:25:00,Zofingen,25,klar,2023
S2 Zürich,S,Extern,2023-02-24 06:39:00,Pfäffikon,2,Schnee,2023
Genève-Lausanne,IC,Betrieb,2023-02-24 17:27:00,Genève,26,Regen,2023
Lausanne-Brig,IR,Einsteigen,2023-02-25 08:19:00,Lausanne,3,Regen,2023
Zürich-Genève,IC,Einsteigen,2023-02-25 12:32:00,Genève,6,klar,2023
Zürich-Chur,IC,Extern,2023-02-26 18:59:00,Sargans,2,klar,2023
Zürich-Chur,IC,Rollmaterial,2023-02-26 19:45:00,Sargans,8,klar,2023
Zürich-Schaffhausen,IR,Rollmaterial,2023-02-27 09:16:00,Bülach,4,klar,2023
Zürich-Genève,IC,Betrieb,2023-02-27 13:22:00,Bern,2,klar,2023
S2 Zürich,S,Extern,2023-02-27 13:30:00,Zürich HB,2,Regen,2023
Basel-Lausanne,IC,Rollmaterial,2023-02-27 23:47:00,Lausanne,10,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-02-28 11:34:00,Locarno,9,klar,2023
Basel-Lausanne,IC,Extern,2023-02-28 11:52:00,Bern,51,Schnee,2023
Genève-Lausanne,IC,Betrieb,2023-02-28 16:27:00,Genève,6,Schnee,2023
Bern-Brig,IC,Betrieb,2023-03-01 06:24:00,Spiez,2,klar,2023
Bern-Belp,RE,Infrastruktur,2023-03-01 07:22:00,Bern,2,Regen,2023
Basel-Lausanne,IC,Extern,2023-03-01 07:57:00,Bern,19,klar,2023
S2 Zürich,S,Betrieb,2023-03-02 10:58:00,Zürich HB,5,Regen,2023
Bern-Belp,RE,Extern,2023-03-02 12:49:00,Belp,5,Regen,2023
St. Gallen-Zürich,IR,Betrieb,2023-03-02 14:19:00,St. Gallen,7,klar,2023
Bern-Biel,IR,Infrastruktur,2023-03-02 18:28:00,Bern,2,Schnee,2023
Zürich-Luzern,IC,Extern,2023-03-03 06:17:00,Zug,7,Regen,2023
Lausanne-Brig,IR,Infrastruktur,2023-03-04 09:27:00,Brig,12,Nebel,2023
Basel-Olten,IC,Extern,2023-03-04 22:29:00,Olten,10,klar,2023
St. Gallen-Zürich,IR,Infrastruktur,2023-03-05 05:31:00,St. Gallen,6,Schnee,2023
Zürich-Chur,IC,Betrieb,2023-03-05 08:12:00,Zürich HB,4,klar,2023
Bern-Brig,IC,Rollmaterial,2023-03-05 11:21:00,Spiez,9,klar,2023
Lugano-Locarno,RE,Betrieb,2023-03-05 14:59:00,Lugano,2,klar,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-03-06 18:01:00,Schaffhausen,11,klar,2023
Basel-Lausanne,IC,Extern,2023-03-06 23:02:00,Basel SBB,2,klar,2023
St. Gallen-Zürich,IR,Extern,2023-03-07 12:35:00,Zürich HB,13,Schnee,2023
S6 Basel,S,Anschlusswarten,2023-03-08 08:02:00,Basel SBB,8,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-03-09 06:46:00,Lausanne,8,klar,2023
Olten-Zofingen,RE,Extern,2023-03-09 23:57:00,Olten,6,Regen,2023
Basel-Olten,IC,Infrastruktur,2023-03-10 09:47:00,Liestal,2,Nebel,2023
S5 Bern,S,Infrastruktur,2023-03-10 11:48:00,Bern,16,klar,2023
Zürich-Chur,IC,Infrastruktur,2023-03-11 12:23:00,Zürich HB,6,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-03-11 16:48:00,Lugano,2,klar,2023
S5 Bern,S,Extern,2023-03-12 02:21:00,Bern,3,klar,2023
S1 Lausanne,S,Einsteigen,2023-03-13 08:52:00,Yverdon,6,klar,2023
S1 Lausanne,S,Rollmaterial,2023-03-14 05:27:00,Lausanne,2,Regen,2023
S1 Lausanne,S,Infrastruktur,2023-03-14 06:01:00,Lausanne,4,klar,2023
Zürich-Bern,IC,Anschlusswarten,2023-03-15 14:37:00,Zürich HB,6,Nebel,2023
St. Gallen-Zürich,IR,Betrieb,2023-03-16 19:25:00,St. Gallen,16,klar,2023
Genève-Lausanne,IC,Einsteigen,2023-03-16 19:36:00,Nyon,3,klar,2023
Basel-Lausanne,IC,Rollmaterial,2023-03-18 06:50:00,Lausanne,15,klar,2023
Zürich-Luzern,IC,Betrieb,2023-03-18 11:20:00,Zürich HB,4,klar,2023
S5 Bern,S,Einsteigen,2023-03-19 21:44:00,Bern,2,klar,2023
Bern-Brig,IC,Extern,2023-03-19 23:30:00,Spiez,3,klar,2023
Bern-Brig,IC,Infrastruktur,2023-03-20 16:10:00,Bern,8,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-03-20 20:11:00,Zürich HB,17,Nebel,2023
Zürich-Genève,IC,Infrastruktur,2023-03-20 22:52:00,Zürich HB,19,klar,2023
St. Gallen-Zürich,IR,Extern,2023-03-21 06:03:00,St. Gallen,9,klar,2023
Genève-Lausanne,IC,Extern,2023-03-21 15:18:00,Nyon,5,klar,2023
Bern-Biel,IR,Anschlusswarten,2023-03-21 21:33:00,Biel/Bienne,2,klar,2023
Zürich-Genève,IC,Einsteigen,2023-03-22 07:15:00,Lausanne,2,Regen,2023
Olten-Zofingen,RE,Betrieb,2023-03-22 20:43:00,Olten,13,klar,2023
Zürich-Genève,IC,Rollmaterial,2023-03-23 13:15:00,Bern,3,klar,2023
Bern-Biel,IR,Extern,2023-03-24 14:07:00,Bern,10,Regen,2023
Bern-Belp,RE,Anschlusswarten,2023-03-27 22:45:00,Belp,7,Regen,2023
S6 Basel,S,Extern,2023-03-28 06:33:00,Pratteln,8,klar,2023
Olten-Zofingen,RE,Extern,2023-03-28 09:13:00,Zofingen,7,Schnee,2023
Bern-Biel,IR,Extern,2023-03-29 11:55:00,Lyss,2,Schnee,2023
Bern-Belp,RE,Rollmaterial,2023-03-29 14:04:00,Bern,20,Regen,2023
Zürich-Chur,IC,Einsteigen,2023-03-29 14:53:00,Zürich HB,2,Regen,2023
S5 Bern,S,Rollmaterial,2023-03-30 12:18:00,Bern,2,Nebel,2023
S1 Lausanne,S,Rollmaterial,2023-03-30 22:40:00,Lausanne,6,klar,2023
Basel-Olten,IC,Infrastruktur,2023-04-01 06:15:00,Liestal,35,klar,2023
Bern-Biel,IR,Infrastruktur,2023-04-01 12:53:00,Lyss,2,klar,2023
Bern-Belp,RE,Einsteigen,2023-04-01 21:33:00,Bern,2,Regen,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-04-02 20:57:00,Zürich HB,16,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-04-03 08:16:00,Bülach,2,klar,2023
Bern-Brig,IC,Infrastruktur,2023-04-03 13:21:00,Spiez,34,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-04-03 18:50:00,Genève,4,klar,2023
Basel-Lausanne,IC,Extern,2023-04-03 21:50:00,Lausanne,5,Nebel,2023
Zürich-Luzern,IC,Infrastruktur,2023-04-03 23:27:00,Zug,19,klar,2023
Basel-Lausanne,IC,Einsteigen,2023-04-05 13:32:00,Bern,2,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-04-06 06:19:00,Lausanne,12,klar,2023
Zürich-Chur,IC,Einsteigen,2023-04-06 19:48:00,Zürich HB,5,klar,2023
Genève-Lausanne,IC,Rollmaterial,2023-04-06 22:18:00,Genève,7,Regen,2023
Basel-Lausanne,IC,Anschlusswarten,2023-04-07 15:52:00,Bern,14,Regen,2023
St. Gallen-Zürich,IR,Betrieb,2023-04-07 21:23:00,St. Gallen,7,klar,2023
Bern-Brig,IC,Rollmaterial,2023-04-09 00:05:00,Bern,16,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-04-09 09:34:00,Zürich HB,20,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-04-09 18:59:00,Lausanne,95,Regen,2023
Basel-Olten,IC,Einsteigen,2023-04-10 07:59:00,Basel SBB,3,klar,2023
Genève-Lausanne,IC,Extern,2023-04-11 18:43:00,Nyon,16,klar,2023
Bern-Belp,RE,Anschlusswarten,2023-04-12 08:36:00,Belp,2,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-04-12 11:44:00,Basel SBB,3,Regen,2023
Bern-Biel,IR,Rollmaterial,2023-04-12 23:25:00,Lyss,4,klar,2023
Basel-Olten,IC,Einsteigen,2023-04-13 08:32:00,Basel SBB,13,klar,2023
Zürich-Chur,IC,Extern,2023-04-13 11:41:00,Zürich HB,15,klar,2023
Lausanne-Brig,IR,Betrieb,2023-04-13 18:54:00,Brig,24,klar,2023
S6 Basel,S,Anschlusswarten,2023-04-14 01:43:00,Basel SBB,2,klar,2023
S6 Basel,S,Betrieb,2023-04-14 12:36:00,Pratteln,11,Regen,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-04-15 08:36:00,Zürich HB,4,klar,2023
Lugano-Locarno,RE,Infrastruktur,2023-04-16 04:08:00,Lugano,24,Regen,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-04-16 07:32:00,St. Gallen,2,klar,2023
Basel-Lausanne,IC,Anschlusswarten,2023-04-16 17:12:00,Bern,3,klar,2023
Lausanne-Brig,IR,Infrastruktur,2023-04-16 22:32:00,Lausanne,86,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-04-18 07:31:00,Lausanne,12,Regen,2023
Bern-Biel,IR,Rollmaterial,2023-04-18 09:01:00,Lyss,21,Regen,2023
Zürich-Chur,IC,Infrastruktur,2023-04-18 22:17:00,Chur,12,Schnee,2023
Olten-Zofingen,RE,Infrastruktur,2023-04-19 11:05:00,Olten,10,klar,2023
S6 Basel,S,Infrastruktur,2023-04-19 11:40:00,Basel SBB,6,klar,2023
Basel-Olten,IC,Einsteigen,2023-04-20 08:08:00,Olten,2,klar,2023
Bern-Brig,IC,Anschlusswarten,2023-04-20 09:34:00,Bern,2,Regen,2023
S2 Zürich,S,Anschlusswarten,2023-04-21 05:51:00,Effretikon,4,Regen,2023
Bern-Brig,IC,Anschlusswarten,2023-04-21 13:18:00,Bern,4,klar,2023
Zürich-Chur,IC,Betrieb,2023-04-22 12:50:00,Chur,5,klar,2023
Lausanne-Brig,IR,Betrieb,2023-04-22 14:13:00,Lausanne,6,klar,2023
Zürich-Schaffhausen,IR,Betrieb,2023-04-22 14:54:00,Schaffhausen,2,Regen,2023
Basel-Lausanne,IC,Extern,2023-04-22 16:29:00,Basel SBB,9,klar,2023
S5 Bern,S,Extern,2023-04-24 09:21:00,Bern,2,klar,2023
Bern-Belp,RE,Infrastruktur,2023-04-24 10:00:00,Bern,2,klar,2023
Lausanne-Brig,IR,Extern,2023-04-25 13:35:00,Lausanne,5,Regen,2023
Basel-Lausanne,IC,Anschlusswarten,2023-04-25 13:50:00,Lausanne,2,klar,2023
Lausanne-Brig,IR,Einsteigen,2023-04-25 17:52:00,Lausanne,6,klar,2023
S5 Bern,S,Infrastruktur,2023-04-25 20:08:00,Burgdorf,2,klar,2023
Basel-Olten,IC,Rollmaterial,2023-04-26 08:02:00,Olten,3,klar,2023
Olten-Zofingen,RE,Rollmaterial,2023-04-27 07:26:00,Olten,4,klar,2023
Zürich-Bern,IC,Infrastruktur,2023-04-27 08:23:00,Zürich HB,11,Regen,2023
Olten-Zofingen,RE,Betrieb,2023-04-28 00:57:00,Zofingen,2,klar,2023
S2 Zürich,S,Infrastruktur,2023-04-28 05:18:00,Pfäffikon,28,Regen,2023
Basel-Olten,IC,Betrieb,2023-04-28 11:20:00,Basel SBB,7,klar,2023
Bern-Belp,RE,Betrieb,2023-04-28 13:13:00,Bern,10,klar,2023
Basel-Olten,IC,Einsteigen,2023-04-29 09:54:00,Liestal,2,klar,2023
Lausanne-Brig,IR,Extern,2023-04-29 20:41:00,Sion,19,klar,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-04-29 20:49:00,Zürich HB,2,klar,2023
Genève-Lausanne,IC,Extern,2023-04-30 10:28:00,Genève,13,Regen,2023
Bern-Belp,RE,Extern,2023-04-30 10:29:00,Belp,2,Nebel,2023
Basel-Olten,IC,Betrieb,2023-04-30 20:07:00,Liestal,2,klar,2023
Bern-Brig,IC,Extern,2023-05-01 14:39:00,Spiez,4,klar,2023
Bern-Brig,IC,Betrieb,2023-05-01 22:36:00,Spiez,5,Regen,2023
S1 Lausanne,S,Betrieb,2023-05-02 05:00:00,Lausanne,13,Nebel,2023
Bern-Belp,RE,Infrastruktur,2023-05-02 14:14:00,Bern,10,klar,2023
St. Gallen-Zürich,IR,Extern,2023-05-03 10:09:00,Zürich HB,12,klar,2023
S1 Lausanne,S,Infrastruktur,2023-05-03 11:16:00,Yverdon,2,klar,2023
Basel-Olten,IC,Einsteigen,2023-05-03 19:12:00,Liestal,2,Regen,2023
Bern-Brig,IC,Rollmaterial,2023-05-04 15:28:00,Brig,2,klar,2023
Zürich-Chur,IC,Infrastruktur,2023-05-04 21:22:00,Chur,4,klar,2023
S1 Lausanne,S,Rollmaterial,2023-05-05 00:57:00,Yverdon,3,klar,2023
Zürich-Luzern,IC,Betrieb,2023-05-05 17:01:00,Luzern,11,klar,2023
Zürich-Bern,IC,Betrieb,2023-05-06 10:54:00,Zürich HB,2,klar,2023
Olten-Zofingen,RE,Einsteigen,2023-05-06 20:29:00,Olten,2,Regen,2023
Olten-Zofingen,RE,Rollmaterial,2023-05-07 14:13:00,Olten,20,klar,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-05-07 21:02:00,Schaffhausen,2,klar,2023
Zürich-Luzern,IC,Anschlusswarten,2023-05-08 05:07:00,Zürich HB,3,klar,2023
Lausanne-Brig,IR,Infrastruktur,2023-05-08 09:42:00,Lausanne,6,klar,2023
Bern-Biel,IR,Einsteigen,2023-05-08 18:43:00,Biel/Bienne,10,klar,2023
S5 Bern,S,Infrastruktur,2023-05-08 23:47:00,Bern,30,klar,2023
St. Gallen-Zürich,IR,Betrieb,2023-05-09 11:31:00,Zürich HB,13,klar,2023
Zürich-Chur,IC,Rollmaterial,2023-05-10 08:37:00,Zürich HB,2,Schnee,2023
Lugano-Locarno,RE,Betrieb,2023-05-11 13:27:00,Locarno,3,klar,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-05-11 16:09:00,Bülach,15,klar,2023
Zürich-Chur,IC,Einsteigen,2023-05-11 19:55:00,Zürich HB,7,klar,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-05-12 20:58:00,Zürich HB,5,klar,2023
S5 Bern,S,Infrastruktur,2023-05-13 17:59:00,Burgdorf,3,klar,2023
Genève-Lausanne,IC,Einsteigen,2023-05-13 19:02:00,Lausanne,3,klar,2023
Genève-Lausanne,IC,Infrastruktur,2023-05-13 23:16:00,Nyon,11,klar,2023
Lugano-Locarno,RE,Anschlusswarten,2023-05-14 13:03:00,Lugano,24,klar,2023
Zürich-Bern,IC,Infrastruktur,2023-05-16 06:46:00,Olten,33,klar,2023
S5 Bern,S,Betrieb,2023-05-16 23:29:00,Burgdorf,2,klar,2023
Bern-Biel,IR,Infrastruktur,2023-05-17 19:20:00,Biel/Bienne,6,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-05-18 10:48:00,Bülach,2,Nebel,2023
Bern-Brig,IC,Infrastruktur,2023-05-18 16:27:00,Spiez,2,Regen,2023
S5 Bern,S,Anschlusswarten,2023-05-19 18:53:00,Burgdorf,5,klar,2023
Lausanne-Brig,IR,Betrieb,2023-05-19 21:02:00,Brig,12,klar,2023
Bern-Belp,RE,Betrieb,2023-05-21 11:57:00,Belp,2,Regen,2023
Zürich-Luzern,IC,Infrastruktur,2023-05-21 14:40:00,Zug,23,Regen,2023
Lausanne-Brig,IR,Extern,2023-05-22 09:13:00,Sion,9,Regen,2023
Zürich-Genève,IC,Betrieb,2023-05-22 11:07:00,Bern,7,klar,2023
Zürich-Luzern,IC,Extern,2023-05-22 18:32:00,Zug,12,klar,2023
S2 Zürich,S,Infrastruktur,2023-05-23 05:51:00,Pfäffikon,7,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-05-23 07:11:00,Zürich HB,12,klar,2023
Bern-Biel,IR,Rollmaterial,2023-05-23 17:08:00,Lyss,6,klar,2023
Bern-Belp,RE,Extern,2023-05-26 22:49:00,Bern,33,Nebel,2023
Bern-Biel,IR,Betrieb,2023-05-27 06:46:00,Biel/Bienne,26,Nebel,2023
Zürich-Bern,IC,Rollmaterial,2023-05-27 21:43:00,Zürich HB,4,klar,2023
Basel-Olten,IC,Rollmaterial,2023-05-28 10:22:00,Olten,2,Nebel,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-05-29 19:26:00,Schaffhausen,4,Regen,2023
Zürich-Bern,IC,Betrieb,2023-05-29 22:00:00,Zürich HB,2,Schnee,2023
Bern-Brig,IC,Rollmaterial,2023-05-31 05:02:00,Bern,4,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-05-31 10:49:00,Bülach,12,Regen,2023
Olten-Zofingen,RE,Betrieb,2023-05-31 19:55:00,Zofingen,12,klar,2023
Zürich-Chur,IC,Infrastruktur,2023-05-31 22:15:00,Sargans,17,klar,2023
Basel-Lausanne,IC,Extern,2023-06-01 05:55:00,Basel SBB,9,Nebel,2023
Basel-Lausanne,IC,Infrastruktur,2023-06-01 17:14:00,Basel SBB,7,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-06-02 07:23:00,Sion,2,klar,2023
Lausanne-Brig,IR,Anschlusswarten,2023-06-03 17:57:00,Lausanne,2,klar,2023
Lugano-Locarno,RE,Infrastruktur,2023-06-03 22:57:00,Locarno,2,klar,2023
Basel-Olten,IC,Extern,2023-06-05 10:07:00,Olten,24,klar,2023
Basel-Lausanne,IC,Extern,2023-06-05 12:35:00,Lausanne,5,klar,2023
Zürich-Luzern,IC,Infrastruktur,2023-06-06 23:20:00,Luzern,26,Nebel,2023
Zürich-Genève,IC,Anschlusswarten,2023-06-07 06:49:00,Zürich HB,19,klar,2023
Zürich-Chur,IC,Betrieb,2023-06-08 11:47:00,Chur,2,klar,2023
Basel-Olten,IC,Betrieb,2023-06-08 16:56:00,Basel SBB,23,klar,2023
S1 Lausanne,S,Extern,2023-06-09 12:39:00,Lausanne,35,Regen,2023
S1 Lausanne,S,Anschlusswarten,2023-06-09 14:30:00,Lausanne,9,klar,2023
Lugano-Locarno,RE,Anschlusswarten,2023-06-12 17:35:00,Locarno,2,Regen,2023
St. Gallen-Zürich,IR,Einsteigen,2023-06-13 12:40:00,St. Gallen,2,klar,2023
S5 Bern,S,Infrastruktur,2023-06-13 15:48:00,Burgdorf,27,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-06-14 09:18:00,Bern,9,Regen,2023
Bern-Belp,RE,Extern,2023-06-14 18:06:00,Belp,16,klar,2023
Bern-Brig,IC,Anschlusswarten,2023-06-14 18:13:00,Bern,9,klar,2023
Zürich-Bern,IC,Infrastruktur,2023-06-15 06:18:00,Olten,35,Regen,2023
Lausanne-Brig,IR,Anschlusswarten,2023-06-16 13:47:00,Brig,11,klar,2023
Olten-Zofingen,RE,Infrastruktur,2023-06-16 23:25:00,Olten,63,klar,2023
Bern-Brig,IC,Infrastruktur,2023-06-17 06:43:00,Spiez,12,Nebel,2023
Zürich-Luzern,IC,Rollmaterial,2023-06-17 08:50:00,Zug,14,Regen,2023
Bern-Belp,RE,Infrastruktur,2023-06-18 00:32:00,Bern,9,Nebel,2023
Zürich-Schaffhausen,IR,Extern,2023-06-18 05:24:00,Zürich HB,2,klar,2023
Zürich-Bern,IC,Extern,2023-06-18 13:26:00,Bern,2,klar,2023
Zürich-Genève,IC,Rollmaterial,2023-06-19 22:21:00,Bern,15,klar,2023
S1 Lausanne,S,Extern,2023-06-20 10:39:00,Lausanne,11,klar,2023
Zürich-Luzern,IC,Infrastruktur,2023-06-20 23:28:00,Luzern,9,klar,2023
S5 Bern,S,Extern,2023-06-22 21:49:00,Bern,44,klar,2023
S6 Basel,S,Infrastruktur,2023-06-24 10:06:00,Basel SBB,18,Schnee,2023
Bern-Belp,RE,Rollmaterial,2023-06-25 03:53:00,Belp,9,klar,2023
Bern-Belp,RE,Extern,2023-06-25 11:34:00,Belp,21,klar,2023
S6 Basel,S,Extern,2023-06-25 21:23:00,Basel SBB,6,klar,2023
St. Gallen-Zürich,IR,Einsteigen,2023-06-26 07:58:00,Zürich HB,2,klar,2023
Bern-Biel,IR,Infrastruktur,2023-06-26 12:13:00,Biel/Bienne,6,Regen,2023
Basel-Lausanne,IC,Betrieb,2023-06-27 11:30:00,Basel SBB,16,Regen,2023
Basel-Olten,IC,Infrastruktur,2023-06-27 12:12:00,Basel SBB,2,Regen,2023
Bern-Biel,IR,Infrastruktur,2023-06-29 08:22:00,Lyss,2,Regen,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-06-29 21:57:00,Zürich HB,13,klar,2023
